name,gender,meanings,origin
Steveland,m,"Crown, Land of the tribe",English
Rodrique,m,"famous ruler, powerful ruler",French
Tamaine,m,Uncertain,Uncertain
Vipul,m,"abundant, plenty",Sanskrit
Willington,m,"From the estate on the hill, settlement of the willows",English
Yung,m,"Brave, Courageous",Chinese
Ared,m,"noble, strong, exalted",Old English
Benjain,m,"Son of the right hand, Son of the south, Son of my old age",Hebrew
Borden,m,"From a fortified hill, Border dweller",English
Bronston,m,"From the brown stone, Brown's town",English
Camacho,m,"Battlefield, Crooked nose",Spanish
Ceasare,m,Variant of Caesar,Latin
Chamroeun,m,"prosperous, successful",Khmer
Dandrell,,,
Connan,m,"houndsman, wise, brave","Irish, Scottish"
Darril,m,"Daril, Darcell, Darcel, Daryel, Deryll",English
Dawyne,m,"Dark, Haunted, Black, Holy",English
Distin,Unknown,Unknown,Unknown
Erineo,m,Unknown,"Spanish, Greek"
Edwrd,m,"wealthy guardian, prosperous guardian",Old English
Erkan,m,"River, king, ruler",Turkish
Franchot,m,"Free man, Frenchman",French
Godofredo,m,"God's peace, peaceful ruler",Germanic
Gullermo,m,"Strong-willed, determined",Spanish
Ioanis,m,God is gracious,Greek
Idelfonso,m,"Noble, Ready for battle",Spanish
Jamaur,m,Unknown,Unknown
Jarit,m,Unknown,Unknown
Joelouis,m,"Variant of Joseph, Strong-willed warrior",French
Johnadam,m,God is gracious,Hebrew
Johnnylee,,,
Jordache,m,Unknown,Unknown
Josjeph,m,Uncertain,Uncertain
Juante,m,God is gracious,Spanish
Junho,m,"Talented, Handsome, Blessed",Korean
Kiplin,,Unknown,Unknown
Lannis,,Unknown,Unknown
Lauar,f,"Uncertain, possibly referring to laurel tree or sweet bay tree","Uncertain, possibly Latin or Spanish"
Leeander,m,"Lion-man, strong man",Greek
Lazaros,m,God has helped,Greek
Legrande,m,The great,French
Lilton,m,Unknown,Unknown
Mekos,Unknown,Unknown,Unknown
Lional,m,"lion-like, brave, strong",Latin
Mecos,Unknown,Unknown,Unknown
Milburn,m,"From the millstream, mill by the stream",English
Nhut,m,Unknown,Vietnamese
Nathaiel,m,God has given,Hebrew
Montey,m,"Derived from the French name Montague, meaning 'pointed hill', also possibly derived from the old French word 'mont' meaning 'mountain'",French
Natheniel,m,Gift of God,Hebrew
Nichlous,m,"Victorious, People's Victory",Greek
Pual,m,Unknown,Unknown
Obrain,m,Unknown,Unknown
Quwan,m,Unknown,Unknown
Olabode,m,"Wealth comes home, Honor returns home",Yoruba
Ransen,m,Unknown,Unknown
Regnald,m,"Ruler, Counsellor",Old Norse
Rhoderick,m,Famous ruler,Scottish
Richerd,m,"Strong ruler, powerful leader",Germanic
Rolandas,m,"Famous in the land, Not available",Lithuanian
Rith,Unknown,Unknown,Unknown
Sadarian,m,Unknown,Unknown
Shance,m,"Variant of Sean, God is gracious",Irish
Teppei,m,"Iron, strong and healthy",Japanese
Terrial,m,Modern invention,English
Thelbert,m,"Derived from Old English elements meaning ""noble"" and ""bright""",Old English
Theodus,m,Gift of God,Germanic
Zebariah,m,God has remembered,Hebrew
Shaquenta,f,Unknown,Unknown
Jaie,m,"Varient of Jay, Blue Jay",English
Marlesa,f,Combination of Mary and Lisa,English
Tereva,,,
Randyl,m,"Derived from the name Randall, may mean 'shield wolf' or 'protector',",English
Racel,f,Unknown,Unknown
Chivonne,f,God is gracious,Irish
Shelanda,f,Unknown,Unknown
Cheresse,f,"Beloved, Dear, Cherished",French
Cushena,f,Unknown,Unknown
Kameika,f,Unknown,Unknown
Deshunda,f,Uncertain,African American
Likita,f,Unknown,Unknown
Lecretia,f,Unknown,Unknown
Santania,f,Unknown,Unknown
Mistina,f,"Uncertain, possibly a variation of Christina","Uncertain, possibly a variation of Christina"
Stefoni,f,"Crown, Wreath, Victorious",Greek
Aubray,m,"Noble, Bear-like",French
Calizza,f,Unknown,Unknown
Latish,Unknown,Unknown,Unknown
Latissa,f,Uncertain,Uncertain
Chiquitia,f,Unknown,Unknown
Charmian,f,"Charm, Attraction",Greek
Letina,f,Unknown,
Neeta,f,"Color, Graceful",Sanskrit
Ronalee,f,"Strong counselor, God's joyful song",English
Tanza,f,Unknown,Unknown
Shemeca,f,Unknown,Unknown
Applonia,f,unknown,Latin
Arminta,f,unknown,unknown
Chaquitta,f,Unknown,Unknown
Cindal,f,Unknown,Unknown
Chundra,f,Unknown,Unknown
Chystal,f,"Variant of Crystal, resembling ice, clear, unblemished",English
Cyndil,f,Unknown,Unknown
Danina,f,"God is my judge, variant of Danielle",Hebrew
Dannita,f,God is my judge,Hebrew
Diahann,f,"Divine, Heavenly",English
Dominice,f,"Belonging to the lord, having dominion",Latin
Ericalynn,f,Uncertain,Uncertain
Falishia,f,Unknown,Unknown
Genene,f,Unknown,Unknown
Heahter,f,"Heather plant, flowering evergreen shrub",English
Glendalis,f,Meadow of the valley,Scottish
Jillia,f,"Youthful, Downy-haired",English
Jesssica,f,"rich, God beholds",Hebrew
Jametra,f,Unknown,Unknown
Krustal,,Unknown,Unknown
Latoyna,f,"variation of Latonya, unknown meaning",Unknown
Layoya,f,Unknown,Unknown
Lorimar,m,Unknown,Unknown
Meahan,Unknown,Unknown,Unknown
Junella,f,Young,Latin
Minica,f,Unknown,Unknown
Paricia,f,"Noble, Noblewoman, Aristocratic",Latin
Pascha,m/f,"Easter, born on Easter, related to Easter",Greek
Phalla,f,"Brilliant, Glorious",Cambodian
Roslind,f,"Beautiful, Pretty",English
Quanna,f,"Variant of Quanah - fragrant, sweet-smelling, Forever in my heart",Native American
Samartha,m,"Capable, efficient, powerful",Sanskrit
Shardia,f,"Strong, brave, courageous",Unknown
Silpa,f,"Art, Skillful, Talent",Sanskrit
Tikita,f,Unknown,Unknown
Stephina,f,"Crown, Garland, Wreath",Greek
Toshika,f,Unknown,Japanese
Suanne,f,"Lily, Graceful",Hebrew
Trinia,Unknown,Unknown,Unknown
Wonda,f,Unknown,Unknown
Yarenis,f,Unknown,Unknown
Vikita,f,"Victory, conqueror",Sanskrit
Yokasta,f,"Possibly derived from Greek meaning 'violet flower', or could be of obscure origin","Uncertain, possibly Greek or of obscure origin"
Antrese,f,Unknown,Unknown
Agela,f,"Noble, serene, calm",Greek
Anacani,f,Unknown,Unknown
Aferdita,f,"Daylight, Dawn",Albanian
Aquina,f,Unknown,Unknown
Candiance,f,"Clarity, white, pure",Latin
Candita,f,"Little darling, full of love",Latin
Cassye,f,"Purity, Clearness, Brilliance",Greek
Chenda,f,Unknown,Unknown
Chenin,,Unknown,Unknown
Cherece,f,"Beloved, dear",French
Deshandra,f,Uncertain,Uncertain
Cheryllee,f,"Beloved, Dear, Strong",English
Chiquta,f,Uncertain,Uncertain
Domeeka,f,Unknown,Unknown
Ebecca,f,Variation of Rebecca,Hebrew
Felizia,f,"Lucky, happy, fortunate",Latin
Frica,f,"Peaceful ruler, Ruler of peace",Hungarian
Glendaly,f,Meadow valley,Irish
Gisette,f,"Pledge, Vow, God is my Oath",German
Hedi,f,"Strife, contentions",German
Icole,f,Variant of Nicole,English
Jacylyn,f,"Supplanter, Fair, Cheerful",English
Jaimielee,f,"Variant of Jamie, Supplanter","Scottish, English"
Ireion,Undefined,Undefined,Undefined
Jenniger,,Unknown,
Jaquice,,,
Jerita,f,Unknown,Unknown
Jodilynn,f,"Variant of Jody, combination of Joy and Lynn",American
Jillana,f,Uncertain,Uncertain
Jussica,f,Uncertain,Unknown
Jull,m,"Youthful, Downy-bearded",Latin
Jssica,f,"Uncertain, possibly 'God beholds', 'rich', 'foresight'","Hebrew, Latin"
Kachet,f,Unknown,Unknown
Kathry,f,"Pure, Clear, Innocent",Greek
Kentrina,f,Combination of Kent and Katrina,
Karenann,f,"Pure, Graceful","Greek, Hebrew"
Kerilee,f,"Beloved, Dear one",Irish
Khristie,f,Follower of Christ,Greek
Laconya,f,Unknown,Unknown
Lakelia,f,Unknown,Unknown
Kimeko,f,"Tortoise child, Child of noble birth",Japanese
Lakyshia,f,Uncertain,Uncertain
Laqwanda,f,Unknown,Unknown
Luciann,m,"Light, Graceful",Latin
Latronda,f,Modern invention,American
Maber,None,None,None
Marquite,f,None,None
Marnina,f,"Rejoice, Full of Joy",Hebrew
Matha,f,"Bitter, Strong, Beloved","Irish, German, Hebrew"
Paticia,f,"Noble, Patrician",Latin
Nakitia,f,Unknown,Unknown
Reather,f,Uncertain,English
Panda,f,"Gentle, Playful, Bear-like","Unknown, possibly derived from the Chinese word 'méndǎo' meaning 'giant cat'"
Richetta,f,"Strong ruler, Brave power",Germanic
Shaketia,f,Unknown,Unknown
Senta,f,"short for Assunta or Kreszentia, variation of the name Sandra","German, Italian"
Rondelle,f,"Round, Ring-shaped",French
Rokisha,f,Unknown,Unknown
Shalette,f,"Variant of Charlotte, Petite and feminine",French
Shammara,f,Unknown,Unknown
Shamille,f,uncertain,Uncertain
Shaneaka,f,Modern invention,
Sharunda,f,Unknown,Unknown
Shereta,f,Unknown,Unknown
Taheera,f,"Pure, Chaste",Arabic
Sherril,f,"Beloved, dear, darling",English
Taishia,f,Unknown,Unknown
Takiea,f,Unknown,Unknown
Tanette,f,Unknown,Unknown
Tareena,f,"Modern invention, combination of Tara and Rena",Modern English
Tawonna,f,Unknown,Unknown
Tamelia,f,Unknown,Unknown
Terianne,f,Uncertain,Uncertain
Tamicha,f,Unknown,Unknown
Tritia,f,Unknown,Unknown
Toinette,f,Unknown,Unknown
Theary,f,Not available,Cambodian
Vonmarie,f,Undefined,
Tyrene,f,Unknown,Unknown
Wanakee,f,Unknown,Unknown
Aamanda,f,"Active, Lovable, Worthy of love",Latin
Wendella,f,"White wave, Wanderer",Germanic
Aber,m,"From the mouth of the river, place name","Irish, Scottish"
Acquanetta,f,Unknown,Unknown
Akendra,,The meaning of the name Akendra is not available,The origin of the name Akendra is not available
Aleca,f,"Defender of men, Helper, Feminine form of Alexander",Greek
Amirh,m,"Commander, Prince, Noble",Arabic
Andrietta,f,Unknown,Unknown
Ansonia,f,Unknown,Unknown
Antea,f,Unknown,Latin
Apirl,,Uncertain,Uncertain
Ashee,f,Uncertain,Uncertain
Aslee,f,"Meadow, Asparagus field",English
Bernadett,f,"Strong, brave",French
Canace,f,Unknown,Greek mythology
Annjanette,f,"Gracious, God is gracious",English
Caresha,f,Unknown,Unknown
Carene,f,"Pure, Beloved","Greek, French"
Carnita,f,"Little, beloved",Spanish
Cathylee,f,"Pure, Clear, Bright",English
Celisha,f,"Heavenly, Divine",American
Chada,f,Unknown,Unknown
Chakelia,f,Unknown,Unknown
Chalanda,f,Modern invention,Unknown
Channie,f,"Grace of God, one who is favored, gracious",Hebrew
Chardey,Unknown,Unknown,Unknown
Chare,f,"Beloved, dear, darling",English
Charona,f,unknown,unknown
Charvon,m,Unknown,Unknown
Chassy,f,Derived from a surname,English
Chaurice,f,Unknown,Unknown
Chatherine,f,"Pure, Clear, Unique",Greek
Chave,m,Key,Latin
Chavone,f,Modern invented name,Unknown
Chiqueta,f,Unknown,Unknown
Chrisie,f,Follower of Christ,Greek
Christalle,f,Crystal,Greek
Chrsitine,f,Follower of Christ,Greek
Christielee,f,"Christian, follower of Christ",English
Chrstine,f,Follower of Christ,Greek
Colandra,f,Unknown,Unknown
Chyvonne,f,God is gracious,Irish
Coralito,f,Little coral,Spanish
Colesha,f,Uncertain,Uncertain
Corvetta,f,Unknown,Unknown
Cristia,f,Follower of Christ,"Spanish, Portuguese"
Crescentia,f,"to grow, increase, thrive",Latin
Cosandra,f,Modern invention,Modern English
Cristyna,f,Follower of Christ,Greek
Daniellie,f,"Variant of Danielle, meaning 'God is my judge'","Hebrew, French"
Curtney,f,"Curtney is a variation of the name Courtney, which means 'short nose' or 'from Courtenay' in Old French.","English, French"
Danine,f,Modern invention,English
Darshelle,f,Not available,Not available
Deette,f,"Divine, Gift of God",Greek
Dely,f,"Brightness, Delight",Greek
Dianita,f,Unknown,Unknown
Denedra,f,Unknown,Unknown
Deneishia,f,Uncertain,Uncertain
Diaundra,f,Unknown,Unknown
Drystal,Unknown,Unknown,Unknown
Ednita,f,Unknown,Unknown
Erickia,f,Unknown,Unknown
Fahm,m,"Understanding, comprehension",Arabic
Falana,,Unknown,Unknown
Ferren,m,"Strong, adventurous","Unknown, possibly English or Irish"
Eulanda,f,Unknown,Unknown
Finessa,f,Unknown,Unknown
Franchester,m,Unknown,Unknown
Fumiko,f,"Child of abundant beauty, Child of the universe",Japanese
Galathia,f,Unknown,Unknown
Gerrilyn,f,"Spear ruler, Mighty with a spear",English
Heang,m,"Bright, Intelligent, Radiant",Cambodian
Hearther,f,Unknown,Unknown
Heathermarie,f,Combination of Heather and Marie,English
Inger,f,"Ing's army, hero's daughter",Norse
Jamilka,f,"Beautiful, Elegant, Graceful",Arabic
Itasha,f,Unknown,Unknown
Janeene,f,God is gracious,English
Janlyn,f,"Gracious, Gift from God",English
Jandra,f,"Modern name, possibly a variation of Sandra or a combination of other names","Unknown, possibly a modern invention"
Jeanni,f,God is gracious,Hebrew
Jeorgina,f,Unknown,Unknown
Jennnifer,f,"fair one, white wave, smooth, soft, white shadow, fair phantom","Cornish, Welsh"
Jenille,f,Modern invention,Modern English
Jimmeka,f,Unknown,Unknown
Jinette,f,Unknown,Unknown
Joanette,f,God is gracious,Hebrew
Jolaine,f,Modern blend of Jo and Elaine,
Josei,m,None,Japanese
Justinia,f,"Just, fair",Latin
Katosha,f,Unknown,Unknown
Kerre,Unknown,Unknown,Unknown
Kewania,f,Unknown,Unknown
Ketrina,f,"Pure, Chaste",Greek
Khandis,f,Unknown,Unknown
Khandra,f,Unknown,Unknown
Koni,f,None,Hawaiian
Krisi,f,follower of Christ,Greek
Kirbee,f,"Derived from the name Kirby, meaning 'settlement with a church', or 'from the church farm'",English
Kristiina,f,"Follower of Christ, Christian, anointed",Greek
Kristne,f,Follower of Christ,Latin
Lakeda,f,Unknown,Unknown
Ladeidre,f,Uncertain,Uncertain
Lakeila,f,Unknown,Unknown
Lakeish,f,"Combination of Lakeisha and Keisha, modern invented name",Modern American
Laquata,f,Unknown,Unknown
Laquieta,f,unknown,unknown
Lariesha,f,Combination of various names,American
Latacia,f,Unknown,Unknown
Latoyah,f,"Joyful, Victorious",Unknown
Latoysha,f,Unclear,Unclear
Latrista,f,unknown,unknown
Laur,m,"Crowned with laurel, honor and victory",Latin
Lesheena,f,Unknown,Unknown
Lemisha,f,Unknown,Unknown
Letanya,f,Unknown,Unknown
Lil,f,"Short form of various names including Lillian, Lilith, and others",Various origins
Llanet,f,Unknown,Unknown
Lindamaria,f,"Beautiful, Beloved",Blend of Linda and Maria
Lonette,f,"Modern invention, combination of Lon and -ette",American
Luvinia,f,"Beloved, dear, admired",Latin
Lushus,m,"Lush, Luscious, Luxurious",Latin
Maike,f,"Strong, powerful",German/Dutch
Mamta,f,"motherly love, affection, tenderness",Sanskrit
Manijeh,f,Unknown,Persian
Maomi,f,None,Japanese
Margueritte,f,pearl,French
Mariagrazia,f,Bitter grace,Italian
Markay,f,"Variant of Marquay, Modern Name",Unknown
Marletta,f,"Proud, warlike",Latin
Marlynda,f,Unknown,Unknown
Martrina,f,Uncertain,Uncertain
Megam,Unknown,Unknown,Unknown
Mirlande,f,Wonderful; admirable,French
Monikia,f,Uncertain,Uncertain
Melenda,f,"Strong, Gentle",English
Musheerah,f,Unknown,Arabic
Mervat,f,"Blessing, Grace",Arabic
Nakina,f,"Beloved, Unity",Native American
Nachole,m,God is Victorious,Unknown
Naquitta,f,Modern invention,Modern English
Neidra,f,Unknown,Unknown
Ngela,f,"Derived from Angela, meaning 'angel' or 'messenger of God'",Latin
Nikata,Unknown,Unknown,Unknown
Nikema,f,Unknown,Unknown
Nikima,f,Unknown,Unknown
Nikina,f,Unknown,Unknown
Nikkisha,f,Unknown,Unknown
Orlee,f,"My light, Prayerful",Hebrew
Perscilla,f,"Ancient, Venerated",Latin
Padmini,f,"Lotus, Glorious, Beautiful",Sanskrit
Pharren,Unknown,Unknown,Unknown
Pharon,m,uncertain,uncertain
Phedra,f,"Bright, Shining",Greek
Polixeni,f,"Hostage, Out-of-date, Successor",Greek
Quasheema,f,Unknown,Unknown
Raemona,f,"Wise protector, Wise guardian",Spanish
Raequel,f,"Ewe, Comparable, Innocent",Hebrew
Randalle,m,"Shield wolf, Strong wolf",Old English
Raquisha,f,Unknown,Unknown
Raksmey,m,"light, brightness",Khmer (Cambodian)
Rashina,f,Unknown,Unknown
Raycine,,,
Reeshemah,f,Unknown,Unknown
Remonica,f,Modern invention,American
Renice,f,"Rebirth, Joy, Peace",Greek
Reshanda,f,Unknown,Unknown
Reshelle,f,Varient of Michelle,English
Ressa,f,"Strong, Brave",Latin
Rianon,f,"Great Queen, Royal, Maiden",Welsh
Roneika,f,Unknown,Unknown
Rosela,f,"Rose, Beautiful","Italian, Spanish"
Rosezetta,f,"Strong, graceful",English
Sadea,f,Unknown,Unknown
Salonge,f,Unknown,Unknown
Sahnnon,f,"Possibly derived from old Irish meaning 'old, wise', or from Gaelic meaning 'wise river'","Irish, Gaelic"
Santricia,,,
Shaconda,f,Unknown,Unknown
Scherrie,f,Unknown,Unknown
Shakeyta,f,Uncertain,Uncertain
Shakkia,f,Unknown,Unknown
Shaguanna,f,Unknown,Unknown
Shambra,f,unknown,unknown
Shameerah,f,"Exalted, Honorable",Arabic
Shandreika,f,unknown,unknown
Shamikia,f,Unknown,Unknown
Shanike,f,"Peaceful, beautiful",Unknown
Shareva,f,Unknown,Unknown
Sharease,f,Uncertain,Uncertain
Shatarah,f,Unknown,Unknown
Sharion,f,Unknown,Unknown
Shata,f,Unknown,Unknown
Shaundrika,f,Combination of Shaun and Erika,American
Shataura,f,Uncertain,Uncertain
Shavna,f,Unknown,Unknown
Shauntaya,f,"God is gracious, beautiful",American (modern combination of Shawn and Tanya)
Shawnalee,f,"God is gracious, gift from God",Hebrew
Shawta,f,Unknown,Unknown
Sheeba,f,"Promise, Oath, Seven, Perfection, Captured, Fullness","Hebrew, Arabic"
Shekema,f,Unknown,Unknown
Shekila,f,Unknown,Unknown
Sheleen,f,God is my oath,Irish
Shelese,f,"Variant of Chellesa, Unknown",Unknown
Shelika,f,Unknown,Unknown
Shell,m/f,"protective cover, powerful, strength",English
Shervon,,Unknown,Unknown
Shenina,f,"Modern invention, possibly derived from other names",Unknown
Shevonda,f,Uncertain,Uncertain
Shubha,f,"auspicious, virtuous, splendid",Sanskrit
Shonelle,f,"God is gracious, peaceful, beautiful",English
Shuntana,f,Unknown,Unknown
Sinath,Unknown,Unknown,Unknown
Shuronda,f,Uncertain,Uncertain
Siobhon,f,God is gracious,Irish
Sochil,f,"Flower, Joy",Nahuatl
Sonyia,f,"Wisdom, Brightness, Knowledge",Greek
Soreya,f,"Princess, Radiant",Arabic
Sunde,m,No known meanings,Unknown
Sylvette,f,"From the forest, of the woods",French
Synetta,f,Unknown,Unknown
Tambre,f,"From the water, Palm tree",Unknown
Taciana,f,"Tactile, touch, sense of touch",Latin
Tamesia,f,Unknown,Unknown
Tamyka,f,Unknown,Unknown
Taniel,m,God is my judge,Hebrew
Tarasha,f,Unknown,Unknown
Tanyell,f,"Variant of Danielle, combination of Tanya and Danielle",American
Tasa,f,Unknown,Unknown
Tasma,f,Unknown,Unknown
Tavera,f,Unknown,Unknown
Tchanavian,unknown,unknown,unknown
Teidra,f,Uncertain,Uncertain
Temeca,f,Unknown,Unknown
Tempesst,f,"storm, passionate, fierce",English
Teshina,f,Unknown,Unknown
Thaisa,f,Unknown,Unknown
Terricia,f,Uncertain,Uncertain
Thecla,f,"God's glory, God's renown",Greek
Tiffaine,f,"Manifestation of God, Epiphany",French
Tiquita,f,Unknown,Unknown
Tishena,f,Uncertain,Uncertain
Tomeeka,f,Uncertain,Uncertain
Tomicka,f,Uncertain,Uncertain
Tonga,f,Unknown,Polynesian
Triva,f,unknown,unknown
Unice,f,Unknown,Unknown
Tyrita,f,Unknown,Unknown
Valleri,f,"Strength, power, springtime",Latin
Valerieanne,f,"Strong, Brave, Vigorous",Latin
Valoree,f,"Strength, Courage, Valor",Latin
Vandella,f,Unknown,Unknown
Venetta,f,"blessed, small, true",Latin
Venissa,f,Unknown,Unknown
Whitne,f,"From a white island, Fair, White wave",Old English
Wykesha,f,Unknown,Unknown
Whitnye,f,"From the white island, White island, fair, white, Holy, blessed, Pale-skinned",English
Yatasha,f,Unknown,Unknown
Wendelyn,f,Friend of the sea,English
Yolunda,f,"Modern creation, it has no specific meaning",English
Yumaira,f,Unknown,Arabic
Zulaika,f,"Brilliant, Light, Shining",Arabic
Sarith,f,"Not specified, in some cultures means 'princess' or 'noblewoman'","Not specified, possibly Sanskrit or Hebrew"
Jutin,m,Unknown,Unknown
Aquino,m,"Eagle, Sharp, Piercing",Latin
Margues,m,"derived from the name Marcus, possibly related to the god Mars",Latin
Jefery,m,"Variant of Jeffrey, peaceful pledge",Germanic
Sauel,,Unknown,Unknown
Codero,,Unknown,Unknown
Atrick,,Atrick does not have a specific meaning.,Unknown
Dam,M,"Famous, notable",English
Deatrick,m,Strong and powerful,Germanic
Sandip,m,"Light, Illumination, Brightness",Sanskrit
Mihael,m,Who is like God,Hebrew
Socheat,m,"Brave, Great, Warrior",Khmer
Kitrick,m,No known meanings,Unknown
Antown,m,Unknown,Unknown
Caros,m,"Beloved, full of joy",Unknown
Branoon,Unknown,Unknown,Unknown
Chiem,m,Unknown,Unknown
Clearence,m,"Bright, shining, famous",English
Christohpher,m,"Bearer of Christ, Follower of Christ",Greek
Cleotis,m,Unknown,Unknown
Clent,m,"Settlement on a hill, Prosperous, Enclosure, Slope covered with broom",English
Deundrae,m,Unknown,Unknown
Dougals,m,"dark stranger, dark river",Scottish
Jerrud,,,
Jeffie,m,"God's peace, peaceful ruler",English
Joshya,m,"Variant of Joshua, God is salvation",Hebrew
Kevine,m,"Variant of Kevin, handsome, kind, beloved","Irish, Gaelic"
Krik,m,Unknown,Unknown
Lenord,m,"Brave lion, Strong, Courageous",Germanic
Ninos,m,God is gracious,Aramaic
Rajneesh,m,"King of night, Lord of the night",Sanskrit
Ranardo,m,"Strong, brave",Spanish
Relando,m,"Brave, Strong, Renowned",Spanish
Shaen,m,"Variant of Sean, derived from John which means 'God is gracious'",Irish
Shephen,m,"Crown, Wreath, Crowned",Greek
Timohy,m,"honoring God, beloved, honoring, God's honor",Greek
Talbott,m,"Derived from the Old French personal name 'Talbot', meaning 'destroyer', 'mischief-maker', 'messanger', or 'hare'",French
Tromaine,m,"From the alder tree grove, possibly derived from the Irish surname O'Tremaine","Uncertain, possibly Irish or English"
Turell,m,"Uncertain, possibly variations of Terrell or Tyrrell",Uncertain
